system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
26_00000000000000001cd8_0,0,1,0,0,1,0,0,67,0,0,0,0,0,0,0,0,2,0,6.600057,28.12119,41.30405,44.083225,34.584465,16.759003,0,0,5,1,0,1,2,1984,0,133,16,12.0466,0,24.575,1.68652,97,71,41,3.06548,5,-12,40.2735,ctb0704-6,2,283,1952,-2,0,0,20,0,0,1,0,0,0,1,0,0,0,15.448954582214236,74.01759462577388,10.533450792011884,0,20,-6,11,-9,0,200,0,-1,51,0,23,-4,0,9,145,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.08325051641829,-6.600057139718745]}"
26_00000000000000001cda_0,0,1,1,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,6.283401,26.414919,38.718586,41.26674,32.321396,15.597868,0,0,12,0,1,10,0,1984,0,138,5,9.59,0,5.85,1.25,123,91,59,1.6,-2,-9,18.28,ctb0704-8,0,487,1862,1,0,0,20,0,0,1,0,0,1,0,0,0,0,10.051818885013649,83.67956813170946,6.268612983276892,0,20,2,6,2,0,183,0,0,47,0,7,1,0,3,69,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.266762606118355,-6.283401002066613]}"
26_00000000000000001cdb_0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5.1833243,25.120138,37.57034,40.583305,32.29312,16.19686,0,0,1,0,0,7,2,1984,0,139,4,13.53,0,9.24,1.82,176,103,59,1.88,-32,6,26.47,ctb0704-9,0,288,2868,1,0,0,20,0,0,0,0,0,0,0,0,0,0,19.459644641283305,62.646090321968806,17.894265036747885,0,20,4,6,0,0,180,0,0,60,0,1,0,0,0,77,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.58332433796022,-5.183324105133847]}"
26_00000000000000001ce3_0,1,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,0,0,2.2167277,26.358986,42.472683,48.033226,40.215687,22.542616,0,0,7,0,0,2,3,1984,0,121,4,128.2769,0,39.77,12.06,73,80,33,5.15,-6,-7,185.25691,ctb0705-2,0,35,5199,0,0,20,0,0,0,1,0,0,0,0,1,0,0,41.490045099538015,45.074806813939524,13.435148086522464,0,20,2,13,3,0,143,0,-2,46,0,9,0,0,3,142,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.033232652220235,-2.2167277108575387]}"
26_00000000000000001ce4_0,1,1,0,0,0,0,0,12,0,0,0,0,1,0,0,2,0,0,1.5165808,28.030169,45.961113,52.5001,44.41691,25.419064,0,0,4,0,0,0,49,1984,0,114,9,14.1,0,4.371,1.3254,186,109,48,0.5658,-7,-2,20.3622,ctb0705-20,0,5,2251,6,0,0,0,0,0,1,1,0,0,0,0,0,0,36.300132835346425,28.41895896101342,35.28090820364015,0,20,12,16,0,20,139,0,0,49,0,1,7,0,0,345,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.50010540250456,-1.5165807784147844]}"
26_00000000000000001ce9_0,1,1,0,0,0,0,0,66,0,0,0,0,1,0,0,1,0,0,1.9332194,26.556143,43.074368,48.89992,41.106003,23.227823,0,0,5,0,0,0,4,1984,0,121,4,128.2769,0,39.77,12.06,161,111,29,5.15,-19,-9,185.25691,ctb0705-27,0,12,2414,1,0,20,0,0,0,1,0,0,0,0,1,0,0,21.948419938251366,64.58906648458846,13.462513577160173,0,20,0,13,1,0,132,0,1,43,0,3,0,0,1,231,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.899927238338755,-1.9332194071894175]}"
26_00000000000000001cea_0,1,0,0,0,0,0,0,58,0,0,0,0,1,0,0,1,0,0,1.9833454,26.158104,42.35388,48.033226,40.334488,22.743498,0,0,5,0,0,0,4,1984,0,122,4,128.2769,0,39.77,12.06,82,57,45,5.15,-13,-3,185.25691,ctb0705-28,-1,34,1942,6,0,20,0,0,0,1,0,0,0,0,1,0,0,36.82175889495763,50.0770795270725,13.101161577969874,0,20,6,13,-2,0,167,0,0,49,0,8,6,0,2,156,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.033232652220235,-1.9833454000432873]}"
26_00000000000000001cee_0,1,1,0,0,0,0,0,66,0,0,0,0,1,0,0,0,0,0,1.8167977,26.362648,42.85737,48.716663,41.00753,23.234747,0,0,1,0,0,0,7,1984,0,120,5,93.06,0,28.8486,8.74764,143,102,25,3.73428,-37,-3,134.39052,ctb0705-4,0,17,1605,0,0,20,0,0,0,1,0,0,0,0,1,0,0,35.828635957488835,45.95176722639122,18.219596816119957,0,20,0,19,-1,0,123,0,0,45,0,3,0,0,1,218,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.71667092037837,-1.8167977463675289]}"
26_00000000000000001cef_0,1,1,0,0,0,0,0,63,0,0,0,0,1,0,0,0,0,0,0.58332103,27.718952,46.318108,53.46678,45.724037,26.714436,0,0,5,0,0,0,1,1984,0,125,4,139.59,0,43.2729,13.12146,93,111,26,5.60142,39,55,201.58578,ctb0705-5,0,126,4567,0,0,20,0,0,0,1,1,0,0,0,0,0,0,54.91442858360236,27.650513375784175,17.43505804061347,0,20,2,14,0,0,109,0,-9,44,0,13,0,0,3,164,15,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.466782479745575,-0.5833210297430131]}"
26_00000000000000001cf0_0,1,1,0,0,0,0,0,71,0,0,0,0,1,0,0,0,0,0,0.06669991,27.002651,45.595833,52.93318,45.52773,26.887493,0,0,2,0,0,1,2,1984,0,124,4,150.4,0,46.624,14.1376,92,91,26,6.0352,-33,-11,217.1968,ctb0705-6,-5,119,2703,6,0,20,0,0,0,1,1,0,0,0,0,0,0,17.502291822751708,64.2284479405887,18.269260236659605,0,20,11,12,-1,0,112,0,0,43,0,16,4,0,5,142,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.93318320097858,-0.06669990984587582]}"
26_00000000000000001cf4_0,1,1,0,0,0,0,0,64,0,0,0,0,1,0,0,0,0,0,0.3663779,-26.748959,-45.576725,-53.167107,-45.94953,-27.379337,0,0,3,0,0,2,2,1984,0,124,4,152.28,0,47.2068,14.31432,95,73,29,6.11064,10,14,219.91176,ctb0706-1,-1,131,4330,1,0,20,0,0,0,1,1,0,0,0,0,0,0,58.31235987298685,28.47308697496983,13.214553152043326,0,20,0,22,-4,0,123,0,-3,42,0,18,2,0,5,166,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.167104500963305,0.36637788862814524]}"
26_00000000000000001cf5_0,1,1,0,0,0,0,0,76,0,0,0,0,1,0,0,0,1,0,1.183216,-25.375454,-44.027306,-51.85009,-45.231728,-27.412016,0,0,0,0,0,0,2,1984,0,126,5,186.59,0,57.8429,17.53946,92,98,27,7.48742,-12,15,269.45978,ctb0706-10,-3,116,4141,6,0,20,0,0,0,1,1,0,0,0,0,0,0,40.56858653532208,40.24636702966351,19.185046435014407,0,20,11,14,-3,0,113,0,0,43,0,13,2,0,5,166,3,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.850084462915675,1.1832159764780261]}"
26_00000000000000001cf6_0,1,1,0,0,0,0,0,15,0,0,0,0,1,0,0,1,1,0,2.6667836,-24.039083,-43.171673,-51.733402,-45.88649,-28.62959,0,0,2,0,0,1,7,1984,0,121,4,168.73,0,52.3063,15.86062,122,116,24,6.77074,-46,-20,243.66766,ctb0706-11,0,130,6453,-1,0,20,0,0,0,1,1,0,0,0,0,0,0,38.97129839569537,40.77297077013437,20.255730834170247,0,20,-6,17,-3,0,113,0,7,44,0,29,-2,0,6,209,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.73339330750855,2.6667836682014157]}"
26_00000000000000001cf7_0,1,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,3.1834047,-23.348299,-42.492546,-51.24993,-45.73333,-28.828163,0,0,3,0,0,0,18,1984,0,101,6,23.97,0,80.0598,0.709512,220,113,39,1.684428,-55,11,106.42374,ctb0706-12,0,9,2222,-1,0,20,0,0,0,1,1,0,0,0,0,0,0,44.43781384483727,10.17914008467219,45.38304607049054,0,20,-4,15,0,0,148,0,1,49,0,3,-1,0,0,218,105,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.24992002159542,3.183404788098553]}"
26_00000000000000001cf8_0,1,1,0,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,3.2001135,-23.32541,-42.469658,-51.233223,-45.727455,-28.83404,0,0,3,0,0,0,59,1984,0,116,7,113.27,0,35.1137,10.64738,208,125,25,4.54526,-21,24,163.57634,ctb0706-13,0,7,2879,-7,0,20,0,0,0,1,1,0,0,0,0,0,0,45.3562801391108,9.399823046612036,45.24389681427716,0,20,-15,17,0,0,124,0,1,47,0,1,-4,0,0,251,99,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.2332113573108,3.2001134523831762]}"
26_00000000000000001cf9_0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,3.2165527,-23.302893,-42.44714,-51.216785,-45.721672,-28.83982,0,0,3,0,0,1,34,1984,0,117,6,39.48,0,14.6076,4.3428,194,113,27,1.425816,-12,5,59.856216,ctb0706-14,0,6,7499,-7,0,20,0,0,0,1,1,0,0,0,0,0,0,23.665258879299007,34.389734488855034,41.94500663184596,0,20,-17,18,0,0,131,0,0,44,0,0,-4,0,0,246,26,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.21677218761141,3.2165526220825633]}"
26_00000000000000001cfa_0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3.3332438,-23.176935,-42.344593,-51.16666,-45.737926,-28.914747,0,0,2,0,0,0,81,1984,0,116,10,43.24,0,13.4044,4.06456,243,119,35,1.73512,-14,-2,62.44408,ctb0706-15,0,4,2984,4,0,0,0,0,0,1,1,0,0,0,0,0,0,38.022445454108286,12.249614302049174,49.72794024384255,0,20,5,21,0,20,150,0,0,48,0,0,2,0,0,339,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.16664619475755,3.333243777489689]}"
26_00000000000000001cfb_0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,3.5167696,-23.035978,-42.279934,-51.200077,-45.860115,-29.089725,0,0,4,0,0,0,66,1984,0,110,9,54.05,0,16.7555,5.0807,221,105,37,2.1689,32,21,78.0551,ctb0706-16,0,4,2273,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27.691481058473265,18.407878750688,53.900640190838736,0,20,5,21,0,20,144,0,0,49,0,0,0,0,0,320,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.20006352332679,3.516769590035307]}"
26_00000000000000001cfc_0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,4,2,0,3.6167521,-22.932909,-42.200275,-51.16666,-45.882248,-29.158775,0,0,4,0,0,0,53,1984,0,115,9,81.78,0,25.3518,7.68732,188,108,29,3.28164,-17,2,118.10076,ctb0706-17,0,4,5658,1,0,20,0,0,0,1,1,0,0,0,0,0,0,22.914165474443273,42.88261455790766,34.203219967649076,0,20,0,19,0,0,120,0,0,51,0,1,2,0,0,267,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.16664619475755,3.61675208115781]}"
26_00000000000000001cff_0,1,1,0,0,0,0,0,72,0,0,0,0,1,0,0,0,0,0,0.7997252,-26.29118,-45.21278,-53.00056,-46.02677,-27.66756,0,0,3,0,0,0,1,1984,0,122,4,124.08,0,38.4648,11.66352,106,110,26,4.97904,-11,-16,179.18736,ctb0706-2,-2,208,3623,2,0,20,0,0,0,1,1,0,0,0,0,0,0,37.42206146662447,47.31379842796787,15.264140105407673,0,20,6,14,1,0,134,0,1,44,0,10,0,0,3,148,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.00055684728754,0.7997251816874025]}"
26_00000000000000001d00_0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,2,0,2.4999666,-23.707602,-42.453293,-50.800144,-44.99828,-28.010939,0,0,2,0,0,0,57,1984,0,73,25,15.04,0,5.5648,1.6544,176,98,52,0.543168,-20,-3,22.802368,ctb0706-20,0,6,4606,5,0,0,0,0,0,1,1,0,0,0,0,0,0,34.05624008308349,13.308556944563515,52.635202972353,0,20,15,17,0,20,165,0,0,45,0,4,4,0,0,271,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.80013355883678,2.499966519940421]}"
26_00000000000000001d01_0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2.5333838,-23.738102,-42.53649,-50.916565,-45.115498,-28.098967,0,0,3,0,0,0,63,1984,0,122,16,19.27,20,5.9737,1.81138,198,127,52,0.77326,16,12,27.82834,ctb0706-21,0,7,4120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,29.373358129619792,13.567228833600762,57.059413036779446,0,20,0,17,0,0,159,0,0,47,0,2,0,0,0,257,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.91655521965867,2.5333838485096667]}"
26_00000000000000001d07_0,1,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0.2165389,-25.732306,-43.715855,-50.916557,-43.93612,-26.104753,0,0,4,0,0,1,71,1984,0,122,11,70.5,0,21.855,6.627,134,83,30,2.829,19,27,101.811,ctb0706-27,0,3,4662,10,0,20,0,0,0,1,1,0,0,0,0,0,0,34.68528994765524,15.36722947074142,49.94748058160334,0,20,10,18,0,0,123,0,0,48,0,2,6,0,0,222,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.91655521965867,0.2165388992370092]}"
26_00000000000000001d09_0,1,1,0,0,0,0,0,79,0,0,0,0,1,0,0,0,0,0,0.58332103,-26.298971,-45.021152,-52.64995,-45.614826,-27.302816,0,0,0,0,0,0,1,1984,0,122,4,152.75,0,47.3525,14.3585,125,92,21,6.1295,5,-21,220.5905,ctb0706-4,13,452,5621,1,0,20,0,0,0,1,1,0,0,0,0,0,0,72.47095274388438,10.981509738308093,16.54753751780752,0,20,2,18,5,0,114,0,16,43,0,41,0,0,15,230,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.6499443918957,0.5833210297430096]}"
26_00000000000000001d0a_0,1,1,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,1.4667243,-25.996784,-45.34623,-53.55006,-46.83928,-28.52139,0,0,3,0,0,2,4,1984,0,124,4,156.51,0,48.5181,14.71194,96,73,23,6.28038,9,-7,226.02042,ctb0706-5,0,241,3995,0,0,20,0,0,0,1,1,0,0,0,0,0,0,32.44169020931968,41.749040327382,25.809269463298325,0,20,0,12,1,0,127,0,-1,44,0,5,1,0,1,150,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.55005630658346,1.4667242801461473]}"
26_00000000000000001d0b_0,1,1,0,0,0,0,0,51,0,0,0,0,1,0,0,0,1,0,1.8000891,-25.658947,-45.090473,-53.45008,-46.92292,-28.757439,0,0,1,0,0,1,2,1984,0,126,4,148.99,0,46.1869,14.00506,127,100,23,5.97862,31,0,215.16058,ctb0706-6,7,279,10726,-10,0,20,0,0,0,1,1,0,0,0,0,0,0,51.65602098172286,18.833388066707947,29.510590951569192,0,20,-17,24,-1,0,123,0,-6,54,0,25,-10,0,8,254,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.450073815460954,1.8000890820829012]}"
26_00000000000000001d0c_0,1,1,0,0,0,0,0,81,0,0,0,0,1,0,0,0,0,0,1.3333244,-25.780718,-44.854633,-52.90004,-46.211876,-28.075684,0,0,0,0,0,1,2,1984,0,119,6,202.57,0,62.7967,19.04158,100,171,23,8.12866,4,-16,292.53693,ctb0706-7,10,490,7444,-6,0,20,0,0,0,1,1,0,0,0,0,0,0,70.31135014009598,11.08026290368363,18.608386956220382,0,20,-23,24,12,0,122,0,0,43,0,46,-2,0,16,286,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.90003536699457,1.3333244604543983]}"
26_00000000000000001d0d_0,1,1,0,0,0,0,0,68,0,0,0,0,1,0,0,2,0,0,0.95010316,-25.643871,-44.260563,-51.98322,-45.227654,-27.279133,0,0,3,0,0,0,5,1984,0,121,5,139.27124,0,43.17,13.09,102,91,27,5.59,-21,-17,201.12123,ctb0706-8,-10,123,3808,0,0,20,0,0,0,1,1,0,0,0,0,0,0,50.486736600098844,31.55303567955037,17.960227720350783,0,20,2,14,-8,0,119,0,-9,44,0,38,-2,0,13,141,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.98321478802219,0.95010316024901]}"
26_00000000000000001d0f_0,1,1,0,0,0,0,0,55,0,0,0,0,1,0,0,0,0,0,4.0500994,33.748714,53.232933,59.450085,49.109367,26.776148,0,0,2,0,0,0,4,1984,0,125,5,124.55,0,38.6105,11.7077,98,25,28,4.9979,-46,-7,179.8661,ctb0707-1,0,41,7139,0,0,20,0,0,0,1,0,0,0,0,1,0,0,37.81488057814661,36.84413671231306,25.340982709540338,0,20,0,12,0,0,119,0,1,42,0,3,0,0,0,168,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-59.450101261152064,-4.050099374217071]}"
26_00000000000000001d10_0,1,1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,5.0666327,32.12076,49.518177,54.533154,44.35971,23.398277,0,0,5,0,0,4,2,1984,0,120,4,84.6,0,8.46,6.8526,104,43,28,4.8852,-3,-7,104.7978,ctb0707-10,-5,208,6174,0,0,20,0,0,0,1,0,0,0,0,1,0,0,33.51188509859002,43.12912187404572,23.358993027364267,0,20,0,14,-2,0,125,0,0,45,0,14,1,0,5,162,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.53317255352386,-5.066632949726721]}"
26_00000000000000001d11_0,1,1,0,0,0,0,0,48,0,0,0,1,0,0,0,0,1,0,5.63338,34.118847,52.360382,57.50002,46.62491,24.420694,0,0,2,0,0,0,3,1984,0,118,4,125.49,0,12.549,10.16469,102,38,28,7.24638,-25,-18,155.45007,ctb0707-12,5,117,5701,4,0,20,0,0,0,1,1,0,0,0,0,0,0,33.292066218062416,44.168909899311764,22.539023882625827,0,20,5,13,-6,0,128,0,2,43,0,23,2,0,8,159,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.5000384423854,-5.633380062477727]}"
26_00000000000000001d12_0,1,1,0,0,0,0,0,69,0,0,0,0,1,0,0,0,0,0,4.1667905,32.585003,51.15477,56.966694,46.91241,25.41157,0,0,3,0,0,0,1,1984,0,123,4,127.84,0,39.6304,12.01696,112,44,30,5.12992,-2,-13,184.61728,ctb0707-14,4,90,3044,1,0,20,0,0,0,1,0,0,0,0,1,0,0,37.98508810009356,48.72191586008831,13.292996039818133,0,20,2,11,-1,0,122,0,-1,41,0,16,0,0,5,152,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.96670865820364,-4.166790529624196]}"
26_00000000000000001d13_0,1,1,0,0,0,0,0,19,0,0,0,0,1,0,0,1,0,0,5.6999454,33.777348,51.719944,56.7166,45.916702,23.96461,0,0,6,0,0,3,2,1984,0,117,4,130.66,0,40.5046,12.28204,124,31,28,5.24308,42,-7,188.68971,ctb0707-15,5,107,5427,0,0,20,0,0,0,1,1,0,0,0,0,0,0,34.92735483138145,38.20924191860831,26.863403250010244,0,20,0,16,4,0,118,0,-7,43,0,26,0,0,8,159,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.71661768310477,-5.699945225030984]}"
26_00000000000000001d14_0,1,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,5.850054,33.439987,51.00744,55.800045,45.051376,23.368847,0,0,2,0,0,2,0,1984,0,116,4,122.67,0,38.0277,11.53098,174,30,26,4.92246,0,-16,177.15114,ctb0707-16,10,191,3191,2,0,20,0,0,0,1,1,0,0,0,0,0,0,44.00399313492902,22.628612694138685,33.36739417093229,0,20,4,91,2,0,121,0,0,38,0,27,1,0,11,187,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.80006659871762,-5.850053709007357]}"
26_00000000000000001d15_0,1,1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,5.8166366,33.156612,50.5599,55.299862,44.637863,23.143,0,0,4,0,0,3,2,1984,0,118,4,119.38,0,11.938,9.66978,138,25,24,6.89356,-8,1,147.88133,ctb0707-17,-2,228,4677,0,0,20,0,0,0,1,1,0,0,0,0,0,0,36.64261874673913,20.926150067169893,42.431231186090976,0,20,0,14,0,0,114,0,0,39,0,10,2,0,2,159,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.29988464851988,-5.81663638043811]}"
26_00000000000000001d16_0,1,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,5.9333277,32.900784,50.016884,54.599987,43.97605,22.686296,0,0,2,0,0,2,4,1984,0,116,4,85.54,0,8.554,6.92874,111,35,28,4.93948,25,-2,105.96222,ctb0707-18,0,200,3379,0,0,20,0,0,0,1,1,0,0,0,0,0,0,35.32711573783521,48.07503523300657,16.597849029158223,0,20,0,12,1,0,127,0,0,39,0,3,0,0,1,145,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.600007210662355,-5.933327535845235]}"
26_00000000000000001d17_0,1,0,0,0,0,0,0,53,0,0,0,0,1,0,0,1,0,0,4.466738,33.700035,52.756313,58.649956,48.208576,26.010235,0,0,2,0,0,0,6,1984,0,121,10,99.17,0,30.7427,9.32198,95,19,31,3.97946,4,-16,143.21414,ctb0707-2,7,24,4508,2,0,20,0,0,0,1,0,0,0,0,1,0,0,46.119311282383215,38.35217310981872,15.528515607798068,0,20,4,12,-2,0,136,0,1,39,0,21,0,0,8,129,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-58.649971837586804,-4.466738002991704]}"
26_00000000000000001d18_0,1,1,0,0,0,1,0,17,0,0,0,0,0,0,0,1,0,0,6.816731,35.49367,53.56517,58.19989,46.62494,23.758394,0,0,35,0,0,5,1,1984,0,120,23,137.24,0,42.5444,12.90056,119,33,28,5.50712,5,-9,198.19208,ctb0707-25,-2,283,12833,4,0,20,0,0,0,1,1,0,0,0,0,0,0,21.933249812787857,65.19033934139546,12.876410845816688,0,20,4,24,2,0,125,0,0,41,0,10,2,0,3,181,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-58.199915880242926,-6.816730786248373]}"
26_00000000000000001d19_0,1,1,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0,6.9000044,35.183567,52.961998,57.449886,45.936993,23.304937,0,0,4,0,0,3,1,1984,0,117,5,136.3,0,42.253,12.8122,119,20,26,5.4694,-15,28,196.8346,ctb0707-26,5,112,4073,0,0,20,0,0,0,1,1,0,0,0,0,0,0,35.83598779167453,46.9301718036548,17.23384040467067,0,20,-1,15,-7,0,111,0,-10,41,0,30,0,0,9,167,107,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.44991244953154,-6.900004613086253]}"
26_00000000000000001d1a_0,1,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,7.8833904,36.038513,53.476963,57.46659,45.450787,22.467,0,0,10,0,0,26,6,1984,0,117,4,95.88,0,9.588,7.76628,104,10,25,5.53656,17,10,118.77084,ctb0707-28,0,152,11049,0,0,20,0,0,0,1,1,0,0,0,0,0,0,22.13004083110394,63.413343717274614,14.456615451621454,0,20,0,16,-2,0,113,0,0,43,0,6,0,0,2,220,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.46662111381616,-7.883390354611894]}"
26_00000000000000001d1b_0,1,1,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,6.099875,34.11308,51.90914,56.699886,45.69874,23.611866,0,0,3,0,0,5,0,1984,0,117,4,130.19,0,40.3589,12.23786,132,30,27,5.22422,-1,-22,188.01099,ctb0707-29,-8,175,4296,2,0,20,0,0,0,1,1,0,0,0,0,0,0,19.93736657795215,64.45839213287152,15.604241289176315,0,20,2,16,6,0,115,0,3,39,0,30,0,0,11,166,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.69990901882015,-6.099875189520995]}"
26_00000000000000001d1c_0,1,1,0,0,0,0,0,56,0,0,0,0,1,0,0,0,0,0,4.716829,34.398872,53.701298,59.599922,48.89894,26.278538,0,0,2,0,0,0,3,1984,0,124,6,117.97,0,36.5707,11.08918,119,28,28,4.73386,-31,-11,170.36374,ctb0707-3,0,47,4857,2,0,20,0,0,0,1,0,0,0,0,1,0,0,44.11540757238356,38.33071477894748,17.553877648668962,0,20,4,12,-1,0,118,0,1,43,0,5,1,0,1,159,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-59.5999402505432,-4.716828978090579]}"
26_00000000000000001d1d_0,1,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,6.449949,33.863056,51.15507,55.616787,44.58827,22.759207,0,0,1,0,0,1,1,1984,0,117,4,106.548996,0,10.65,8.63,136,16,27,6.15,3,0,131.979,ctb0707-30,0,204,3123,2,0,20,0,0,0,1,1,0,0,0,0,0,0,30.72572776391812,45.7622598030955,23.512012432986364,0,20,0,14,1,0,111,0,1,39,0,4,4,0,1,148,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-55.616810280757235,-6.449948655742373]}"
26_00000000000000001d1f_0,1,1,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,6.883296,34.897697,52.494434,56.916557,45.48644,23.047836,0,0,7,0,0,6,1,1984,0,119,4,88.36,0,27.3916,8.30584,129,23,26,3.54568,0,-16,127.60312,ctb0707-32,-12,211,3626,2,0,20,0,0,0,1,1,0,0,0,0,0,0,49.99349646743747,33.8920838996355,16.11441963292703,0,20,2,13,-7,0,114,0,-7,40,0,44,0,0,15,166,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.91658266534978,-6.88329594880163]}"
26_00000000000000001d20_0,1,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,6.800022,34.43573,51.792103,56.149845,44.868893,22.729229,0,0,3,0,0,2,6,1984,0,117,4,115.62,0,35.8422,10.86828,138,18,31,4.63956,-4,-8,166.97005,ctb0707-33,0,191,4774,4,0,20,0,0,0,1,1,0,0,0,0,0,0,31.088417955729703,56.60158319427803,12.309998849992269,0,20,4,14,0,0,125,0,0,38,0,3,2,0,1,171,0,1984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.14987057035377,-6.8000221219637496]}"
